GeneID	InterPro
FUN_006608	IPR036068 Nicotinate phosphoribosyltransferase-like, C-terminal
FUN_006609	IPR003607 HD/PDEase domain;IPR007685 RelA/SpoT
FUN_006610	IPR012392 Very-long-chain 3-ketoacyl-CoA synthase;IPR013601 FAE1/Type III polyketide synthase-like protein;IPR013747 Beta-ketoacyl-[acyl-carrier-protein] synthase III, C-terminal;IPR016039 Thiolase-like
FUN_006611	
FUN_006612	IPR013057 Amino acid transporter, transmembrane domain
FUN_006613	IPR002893 Zinc finger, MYND-type
FUN_006614	IPR004498 Ribosomal protein L11 methyltransferase;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_006615	
FUN_006616	
FUN_006617	IPR006568 PSP, proline-rich;IPR007180 Domain of unknown function DUF382
FUN_006618	IPR016071 Staphylococcal nuclease (SNase-like), OB-fold;IPR035437 SNase-like, OB-fold superfamily
FUN_006619	IPR000073 Alpha/beta hydrolase fold-1;IPR012020 AB hydrolase 4 family;IPR029058 Alpha/Beta hydrolase fold
FUN_006620	
FUN_006621	
FUN_006622	
FUN_006623	IPR001753 Enoyl-CoA hydratase/isomerase;IPR014748 Enoyl-CoA hydratase, C-terminal;IPR018376 Enoyl-CoA hydratase/isomerase, conserved site;IPR029045 ClpP/crotonase-like domain superfamily
FUN_006624	
FUN_006625	IPR000089 Biotin/lipoyl attachment;IPR001882 Biotin-binding site;IPR005479 Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain;IPR005481 Biotin carboxylase-like, N-terminal domain;IPR005482 Biotin carboxylase, C-terminal;IPR011053 Single hybrid motif;IPR011054 Rudiment single hybrid motif;IPR011761 ATP-grasp fold;IPR011764 Biotin carboxylation domain;IPR016185 Pre-ATP-grasp domain superfamily
FUN_006626	IPR002762 Sirohydrochlorin cobaltochelatase CbiX-like
FUN_006627	IPR002073 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain;IPR003607 HD/PDEase domain;IPR023088 3'5'-cyclic nucleotide phosphodiesterase;IPR036971 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily
FUN_006628	IPR001313 Pumilio RNA-binding repeat;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR033133 Pumilio homology domain
FUN_006629	IPR007052 CS domain;IPR008978 HSP20-like chaperone
FUN_006630	
FUN_006631	
FUN_006632	IPR021134 Bestrophin-like
FUN_006633	
FUN_006634	IPR000163 Prohibitin;IPR001107 Band 7 domain;IPR036013 Band 7/SPFH domain superfamily
FUN_006635	IPR016435 Diphthamide synthesis DPH1/DPH2;IPR035435 Diphthamide synthesis DHP1/DPH2, eukaryotes and archaea;IPR042263 Diphthamide synthesis DPH1/DPH2, domain 1;IPR042264 Diphthamide synthesis DPH1/DPH2, domain 2;IPR042265 Diphthamide synthesis DPH1/DPH2, domain 3
FUN_006636	
FUN_006637	IPR004127 Prefoldin alpha-like;IPR009053 Prefoldin
FUN_006638	IPR011762 Acetyl-coenzyme A carboxyltransferase, N-terminal;IPR011763 Acetyl-coenzyme A carboxyltransferase, C-terminal;IPR029045 ClpP/crotonase-like domain superfamily;IPR034733 Acetyl-CoA carboxylase
FUN_006639	IPR000738 WHEP-TRS domain;IPR013978 MEKHLA;IPR035965 PAS domain superfamily
FUN_006640	
FUN_006641	IPR001547 Glycoside hydrolase, family 5;IPR013780 Glycosyl hydrolase, all-beta;IPR017853 Glycoside hydrolase superfamily;IPR018087 Glycoside hydrolase, family 5, conserved site;IPR041036 Glycoside hydrolase family 5, C-terminal domain
FUN_006642	IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR017972 Cytochrome P450, conserved site;IPR036396 Cytochrome P450 superfamily
FUN_006643	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR036322 WD40-repeat-containing domain superfamily
FUN_006644	IPR003689 Zinc/iron permease
FUN_006645	
FUN_006646	IPR001202 WW domain;IPR036020 WW domain superfamily
FUN_006647	
FUN_006648	IPR000086 NUDIX hydrolase domain;IPR007702 Janus;IPR015375 NADH pyrophosphatase-like, N-terminal;IPR015797 NUDIX hydrolase-like domain superfamily;IPR020084 NUDIX hydrolase, conserved site;IPR038596 Janus superfamily
FUN_006649	
FUN_006650	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_006651	
FUN_006652	
FUN_006653	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_006654	IPR001080 3Fe-4S ferredoxin;IPR001623 DnaJ domain;IPR017896 4Fe-4S ferredoxin-type, iron-sulphur binding domain;IPR017900 4Fe-4S ferredoxin, iron-sulphur binding, conserved site;IPR036869 Chaperone J-domain superfamily
FUN_006655	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR013525 ABC-2 type transporter;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006656	
FUN_006657	
FUN_006658	
FUN_006659	
FUN_006660	
FUN_006661	
FUN_006662	
FUN_006663	IPR007484 Peptidase M28
FUN_006664	
FUN_006665	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_006666	IPR000269 Copper amine oxidase;IPR015798 Copper amine oxidase, catalytic domain;IPR036460 Copper amine oxidase, catalytic domain superfamily
FUN_006667	IPR000269 Copper amine oxidase;IPR015800 Copper amine oxidase, N2-terminal;IPR015802 Copper amine oxidase, N3-terminal;IPR016182 Copper amine oxidase, N-terminal
FUN_006668	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_006669	
FUN_006670	IPR005474 Transketolase, N-terminal;IPR005475 Transketolase-like, pyrimidine-binding domain;IPR005478 Transketolase, bacterial-like;IPR009014 Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II;IPR020826 Transketolase binding site;IPR029061 Thiamin diphosphate-binding fold;IPR033248 Transketolase, C-terminal domain
FUN_006671	IPR001171 Sterol biosynthesis ERG24/DHCR-like;IPR018083 Sterol reductase, conserved site
FUN_006672	IPR001539 Peptidase U32;IPR011060 Ribulose-phosphate binding barrel;IPR020988 Peptidase U32, collagenase
FUN_006673	IPR000960 Flavin monooxygenase FMO;IPR020946 Flavin monooxygenase-like;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_006674	IPR000626 Ubiquitin-like domain;IPR001611 Leucine-rich repeat;IPR003591 Leucine-rich repeat, typical subtype;IPR029071 Ubiquitin-like domain superfamily;IPR032675 Leucine-rich repeat domain superfamily
FUN_006675	IPR008979 Galactose-binding-like domain superfamily;IPR013830 SGNH hydrolase-type esterase domain;IPR036514 SGNH hydrolase superfamily
FUN_006676	IPR002781 Transmembrane protein TauE-like
FUN_006677	IPR018710 Protein of unknown function DUF2232
FUN_006678	IPR019163 THO complex, subunit 5
FUN_006679	IPR000866 Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant;IPR013766 Thioredoxin domain;IPR036249 Thioredoxin-like superfamily
FUN_006680	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_006681	IPR021825 Protein RETICULATA-related
FUN_006682	
FUN_006683	IPR032675 Leucine-rich repeat domain superfamily
FUN_006684	
FUN_006685	IPR032675 Leucine-rich repeat domain superfamily
FUN_006686	
FUN_006687	IPR021773 Trafficking protein particle complex subunit 11
FUN_006688	IPR000807 Imidazoleglycerol-phosphate dehydratase;IPR020565 Imidazoleglycerol-phosphate dehydratase, conserved site;IPR020568 Ribosomal protein S5 domain 2-type fold;IPR038494 Imidazole glycerol phosphate dehydratase domain superfamily
FUN_006689	IPR002081 Cryptochrome/DNA photolyase class 1;IPR005101 Cryptochrome/DNA photolyase, FAD-binding domain;IPR006050 DNA photolyase, N-terminal;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR018394 Cryptochrome/DNA photolyase class 1, conserved site, C-terminal;IPR036134 Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily;IPR036155 Cryptochrome/photolyase, N-terminal domain superfamily
FUN_006690	
FUN_006691	IPR032710 NTF2-like domain superfamily;IPR037401 SnoaL-like domain
FUN_006692	
FUN_006693	
FUN_006694	
FUN_006695	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily
FUN_006696	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR019544 Tetratricopeptide, SHNi-TPR domain;IPR019734 Tetratricopeptide repeat
FUN_006697	
FUN_006698	IPR022227 Protein of unknown function DUF3754
FUN_006699	IPR024371 Acetyl-coenzyme A transporter 1-like;IPR036259 MFS transporter superfamily
FUN_006700	
FUN_006701	IPR002048 EF-hand domain;IPR002067 Mitochondrial carrier protein;IPR011992 EF-hand domain pair;IPR018108 Mitochondrial substrate/solute carrier;IPR018247 EF-Hand 1, calcium-binding site;IPR023395 Mitochondrial carrier domain superfamily
FUN_006702	
FUN_006703	IPR011632 Domain of unknown function DUF1601;IPR013584 RAP domain;IPR016024 Armadillo-type fold
FUN_006704	IPR000330 SNF2, N-terminal;IPR001650 Helicase, C-terminal;IPR010666 Zinc finger, GRF-type;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR038718 SNF2-like, N-terminal domain superfamily
FUN_006705	IPR000266 Ribosomal protein S17/S11;IPR012340 Nucleic acid-binding, OB-fold;IPR028333 Ribosomal protein S17, archaeal/eukaryotic;IPR032440 40S ribosomal protein S11, N-terminal
FUN_006706	
FUN_006707	IPR000873 AMP-dependent synthetase/ligase domain;IPR001242 Condensation domain;IPR009081 Phosphopantetheine binding ACP domain;IPR020806 Polyketide synthase, phosphopantetheine-binding domain;IPR020845 AMP-binding, conserved site;IPR023213 Chloramphenicol acetyltransferase-like domain superfamily;IPR036736 ACP-like superfamily;IPR040097 Fatty acyl-AMP ligase /fatty acyl-CoA ligase;IPR042099 ANL, N-terminal domain
FUN_006708	IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006709	IPR003439 ABC transporter-like, ATP-binding domain;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006710	IPR003689 Zinc/iron permease
FUN_006711	
FUN_006712	IPR009453 IMP-specific 5-nucleotidase;IPR036412 HAD-like superfamily
FUN_006713	IPR006204 GHMP kinase N-terminal domain;IPR020568 Ribosomal protein S5 domain 2-type fold;IPR036554 GHMP kinase, C-terminal domain superfamily
FUN_006714	IPR003395 RecF/RecN/SMC, N-terminal;IPR010935 SMCs flexible hinge;IPR024704 Structural maintenance of chromosomes protein;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036277 SMCs flexible hinge superfamily;IPR041741 Structural maintenance of chromosomes 3, ABC domain, eukaryotic
FUN_006715	
FUN_006716	
FUN_006717	IPR001752 Kinesin motor domain;IPR019821 Kinesin motor domain, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036961 Kinesin motor domain superfamily
FUN_006718	IPR000210 BTB/POZ domain;IPR011333 SKP1/BTB/POZ domain superfamily;IPR011705 BTB/Kelch-associated
FUN_006719	IPR013766 Thioredoxin domain;IPR017905 ERV/ALR sulfhydryl oxidase domain;IPR017937 Thioredoxin, conserved site;IPR036249 Thioredoxin-like superfamily;IPR036774 ERV/ALR sulfhydryl oxidase domain superfamily
FUN_006720	
FUN_006721	IPR001841 Zinc finger, RING-type;IPR001876 Zinc finger, RanBP2-type;IPR002867 IBR domain;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR018957 Zinc finger, C3HC4 RING-type
FUN_006722	IPR013216 Methyltransferase type 11;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_006723	IPR010516 Sin3 associated polypeptide p18;IPR042534 Sin3 associated polypeptide p18 superfamily
FUN_006724	IPR000795 Translational (tr)-type GTP-binding domain;IPR004160 Translation elongation factor EFTu/EF1A, C-terminal;IPR009000 Translation protein, beta-barrel domain superfamily;IPR009001 Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR031157 Tr-type G domain, conserved site
FUN_006725	IPR003582 ShKT domain;IPR007112 Expansin/pollen allergen, DPBB domain;IPR007117 Expansin, cellulose-binding-like domain;IPR009009 RlpA-like protein, double-psi beta-barrel domain;IPR036749 Expansin, cellulose-binding-like domain superfamily;IPR036908 RlpA-like domain superfamily
FUN_006726	IPR005114 Helicase-associated
FUN_006727	IPR007763 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
FUN_006728	IPR000061 SWAP/Surp;IPR000626 Ubiquitin-like domain;IPR022030 Splicing factor 3A subunit 1, conserved domain;IPR029071 Ubiquitin-like domain superfamily;IPR035967 SWAP/Surp superfamily
FUN_006729	
FUN_006730	IPR016300 Arsenical pump ATPase, ArsA/GET3;IPR025723 Anion-transporting ATPase-like domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006731	IPR000988 Ribosomal protein L24e-related;IPR011017 TRASH domain;IPR023442 Ribosomal protein L24e, conserved site;IPR038630 Ribosomal protein L24e/L24 superfamily
FUN_006732	
FUN_006733	
FUN_006734	
FUN_006735	IPR029903 RmlD-like substrate binding domain;IPR036291 NAD(P)-binding domain superfamily
FUN_006736	IPR000629 ATP-dependent RNA helicase DEAD-box, conserved site;IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014014 RNA helicase, DEAD-box type, Q motif;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006737	
FUN_006738	IPR002474 Carbamoyl-phosphate synthase small subunit, N-terminal domain;IPR006274 Carbamoyl-phosphate synthase, small subunit;IPR017926 Glutamine amidotransferase;IPR029062 Class I glutamine amidotransferase-like;IPR035686 Carbamoyl-phosphate synthase small subunit, GATase1 domain;IPR036480 Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily
FUN_006739	IPR040781 Rubisco accumulation factor 1, helix turn helix domain;IPR040858 Rubisco accumulation factor 1, C-terminal;IPR041358 Rubisco accumulation factor 1, alpha helical domain
FUN_006740	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_006741	IPR000425 Major intrinsic protein;IPR023271 Aquaporin-like
FUN_006742	IPR027329 TPX2, C-terminal
FUN_006743	IPR005843 Alpha-D-phosphohexomutase, C-terminal;IPR005844 Alpha-D-phosphohexomutase, alpha/beta/alpha domain I;IPR016055 Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III;IPR016066 Alpha-D-phosphohexomutase, conserved site;IPR016657 Phosphoacetylglucosamine mutase;IPR036900 Alpha-D-phosphohexomutase, C-terminal domain superfamily
FUN_006744	IPR025638 Protein of unknown function DUF4336;IPR036866 Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
FUN_006745	
FUN_006746	
FUN_006747	IPR003742 RNA methyltransferase RlmH;IPR029026 tRNA (guanine-N1-)-methyltransferase, N-terminal;IPR029028 Alpha/beta knot methyltransferases
FUN_006748	
FUN_006749	IPR004843 Calcineurin-like phosphoesterase domain, ApaH type;IPR029052 Metallo-dependent phosphatase-like
FUN_006750	IPR001611 Leucine-rich repeat;IPR032675 Leucine-rich repeat domain superfamily
FUN_006751	IPR012459 Ribosomal RNA-processing protein 15
FUN_006752	
FUN_006753	IPR005344 TMEM33/Pom33 family
FUN_006754	
FUN_006755	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR034423 Probable RNA-binding protein 19, RNA recognition motif 5;IPR035979 RNA-binding domain superfamily
FUN_006756	IPR002716 PIN domain;IPR006984 rRNA-processing protein Fcf1/Utp23;IPR029060 PIN-like domain superfamily
FUN_006757	IPR004843 Calcineurin-like phosphoesterase domain, ApaH type;IPR008963 Purple acid phosphatase-like, N-terminal;IPR015914 Purple acid phosphatase, N-terminal;IPR025733 Iron/zinc purple acid phosphatase-like C-terminal domain;IPR029052 Metallo-dependent phosphatase-like;IPR040974 Purple acid phosphatase, Fn3-like domain;IPR041792 Purple acid phosphatase, metallophosphatase domain
FUN_006758	
FUN_006759	IPR003226 Metal-dependent protein hydrolase
FUN_006760	
FUN_006761	
FUN_006762	IPR028265 TTDN1/Protein SICKLE
FUN_006763	IPR000719 Protein kinase domain;IPR008266 Tyrosine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site;IPR029016 GAF-like domain superfamily
FUN_006764	
FUN_006765	
FUN_006766	IPR004045 Glutathione S-transferase, N-terminal;IPR036249 Thioredoxin-like superfamily;IPR036282 Glutathione S-transferase, C-terminal domain superfamily
FUN_006767	
FUN_006768	
FUN_006769	IPR002059 Cold-shock protein, DNA-binding;IPR011129 Cold shock domain;IPR012340 Nucleic acid-binding, OB-fold
FUN_006770	IPR005475 Transketolase-like, pyrimidine-binding domain;IPR009014 Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II;IPR029061 Thiamin diphosphate-binding fold;IPR033248 Transketolase, C-terminal domain
FUN_006771	IPR000581 Dihydroxy-acid/6-phosphogluconate dehydratase;IPR004404 Dihydroxy-acid dehydratase;IPR020558 Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site;IPR037237 IlvD/EDD, N-terminal domain;IPR042096 Dihydroxy-acid dehydratase, C-terminal
FUN_006772	
FUN_006773	
FUN_006774	IPR011051 RmlC-like cupin domain superfamily;IPR013096 Cupin 2, conserved barrel;IPR014710 RmlC-like jelly roll fold
FUN_006775	
FUN_006776	
FUN_006777	
FUN_006778	IPR024602 Conserved oligomeric Golgi complex, subunit 2, N-terminal;IPR024603 COG complex component, COG2, C-terminal
FUN_006779	IPR010895 CHRD
FUN_006780	IPR000086 NUDIX hydrolase domain;IPR015797 NUDIX hydrolase-like domain superfamily;IPR020084 NUDIX hydrolase, conserved site
FUN_006781	IPR004412 Glutamyl-tRNA(Gln) amidotransferase A subunit;IPR020556 Amidase, conserved site;IPR023631 Amidase signature domain;IPR036928 Amidase signature (AS) superfamily
